#'chr'	'start'	'end'	'SRX1070676_NT2_DRIPc-seq_rep_1.hg38.bw'	'SRX1070677_NT2_DRIPc-seq_rep_2.hg38.bw'	'SRX1070678_NT2_DRIP-seq_1.hg38.bw'	'SRX1070679_NT2_DRIP-seq_2.hg38.bw'	'SRX1070680_NT2_DRIP-seq_RNaseA.hg38.bw'	'SRX1070681_NT2_DRIP-seq_RNaseH.hg38.bw'	'SRX255721_NT2_DRIP-seq_1.hg38.bw'	'SRX255723_NT2_DRIP-seq_2_rep_1.hg38.bw'	'SRX255724_NT2_DRIP-seq_2_rep_2.hg38.bw'
chr12	107031000	107032000	0.12	0.11	0.34	0.18	0.27	0.2	0.62	0.31	0.25
chr12	107032000	107033000	0.0	0.24	0.23	0.17	0.17	0.24	0.26	0.4	0.26
chr12	107033000	107034000	0.18	0.24	0.18	0.06	0.42	0.33	0.21	0.36	0.3
chr12	107034000	107035000	0.24	0.26	0.95	0.35	1.82	0.61	0.21	0.13	0.47
chr12	107035000	107035290	0.20689655172413793	0.3448275862068966	2.1724137931034484	0.0	4.137931034482759	0.8620689655172413	0.3448275862068966	0.41379310344827586	0.1724137931034483
chr14	20292665	20293000	0.2537313432835821	0.14925373134328357	0.13432835820895522	1.4179104477611941	0.07462686567164178	0.3283582089552239	0.1791044776119403	0.29850746268656714	0.14925373134328357
chr14	20293000	20294000	0.58	0.36	0.53	0.17	0.1	0.76	0.25	0.26	0.38
chr14	20294000	20295000	0.5	0.18	0.45	0.54	0.14	0.55	0.41	0.2	0.26
chr14	20295000	20296000	0.6	0.47	0.79	0.78	0.18	0.42	0.25	0.36	0.14
chr14	20296000	20297000	0.53	0.25	1.27	1.0	0.88	0.11	0.21	0.11	0.2
chr14	20297000	20298000	0.34	0.12	0.51	0.45	0.53	0.11	0.22	0.24	0.16
chr14	20298000	20299000	0.51	0.54	0.41	0.47	0.22	0.24	0.05	0.16	0.05
chr14	20299000	20300000	0.41	0.23	3.13	1.85	2.96	0.56	0.38	0.15	0.11
chr14	20300000	20301000	1.33	1.32	1.89	1.58	2.87	0.3	0.31	0.17	0.17
chr14	20301000	20302000	0.87	0.68	0.67	1.22	0.84	0.64	0.15	0.28	0.05
chr14	20302000	20303000	0.73	0.24	0.9	0.81	0.61	0.0	0.05	0.31	0.17
chr14	20303000	20304000	0.3	0.17	0.78	0.12	0.64	0.24	0.26	0.25	0.15
chr14	20304000	20305000	0.79	0.42	2.13	0.52	0.93	0.3	0.16	0.42	0.46
chr14	20305000	20306000	0.05	0.06	0.78	0.19	0.46	0.44	0.2	0.38	0.65
chr14	20306000	20307000	0.18	0.06	0.5	0.12	0.64	0.59	0.3	0.57	0.29
chr14	20307000	20308000	0.06	0.0	0.17	2.64	0.8	0.16	0.65	0.45	0.36
chr14	20308000	20309000	0.14	0.12	0.6	3.95	0.51	0.44	0.57	1.34	1.75
chr14	20309000	20310000	0.04	0.0	0.42	1.17	0.81	0.08	0.1	0.42	0.29
chr14	20310000	20311000	0.0	0.0	0.06	0.06	0.62	0.11	0.0	0.0	0.0
chr14	20311000	20312000	0.18	0.24	7.38	0.33	11.34	0.87	0.68	0.2	0.44
chr14	20312000	20313000	0.0	0.0	0.24	0.36	0.11	0.21	0.48	0.37	0.47
chr14	20313000	20314000	0.06	0.11	0.17	0.42	0.33	0.08	0.0	0.33	0.48
chr14	20314000	20315000	0.0	0.0	0.12	0.47	0.11	0.22	0.21	0.66	0.3
chr14	20315000	20316000	0.11	0.0	0.29	0.18	0.43	0.39	0.05	0.63	0.71
chr14	20316000	20317000	0.0	0.0	0.15	0.42	0.22	0.07	0.11	0.55	0.22
chr14	20317000	20318000	0.12	0.11	0.55	0.45	0.33	0.19	0.21	0.24	0.2
chr14	20318000	20319000	0.06	0.06	0.58	0.55	0.39	0.22	0.16	0.17	0.1
chr14	20319000	20320000	0.08	0.06	0.43	0.59	0.69	0.0	0.26	0.22	0.2
chr14	20320000	20321000	0.1	0.06	0.68	0.89	0.22	0.11	0.23	0.28	0.2
chr14	20321000	20322000	0.47	0.3	0.61	0.55	1.6	0.22	0.25	0.36	0.41
chr14	20322000	20323000	0.16	0.11	1.48	0.26	1.21	0.22	0.32	0.26	0.25
chr14	20323000	20324000	0.25	0.18	0.81	0.61	0.77	0.0	0.15	0.36	0.05
chr14	20324000	20325000	0.16	0.06	0.53	0.35	0.67	0.11	0.22	0.51	0.42
chr14	20325000	20326000	0.06	0.0	0.12	0.22	0.0	0.1	0.29	0.14	0.27
chr14	20326000	20327000	0.12	0.0	0.18	0.3	0.11	0.11	0.11	0.11	0.15
chr14	20327000	20328000	0.16	0.05	0.41	0.29	0.42	0.43	0.47	0.06	0.0
chr14	20328000	20329000	0.07	0.14	0.36	0.17	0.99	0.16	0.25	0.15	0.15
chr14	20329000	20330000	0.0	0.1	0.36	0.1	0.43	0.17	0.31	0.27	0.16
chr14	20330000	20331000	0.12	0.0	3.0	0.4	3.51	0.33	0.36	0.49	0.31
chr14	20331000	20332000	0.11	0.05	2.39	1.09	2.27	0.33	0.16	0.16	0.3
chr14	20332000	20333000	0.0	0.05	0.46	0.92	0.45	0.4	0.44	0.6	0.18
chr14	20333000	20334000	0.0	0.06	0.35	0.16	0.61	0.32	0.59	0.29	0.45
chr14	20334000	20335000	0.06	0.0	0.35	0.0	0.23	0.4	0.05	0.67	0.4
chr14	20335000	20336000	0.0	0.06	0.29	0.15	0.68	0.39	0.21	0.21	0.24
chr14	20336000	20337000	0.0	0.06	0.54	0.13	0.2	2.02	1.34	0.16	0.05
chr14	20337000	20338000	0.0	0.0	0.08	0.18	0.43	0.39	0.32	0.22	0.22
chr14	20338000	20339000	0.12	0.12	0.33	0.18	0.43	0.25	0.21	0.11	0.35
chr14	20339000	20340000	0.0	0.06	0.47	0.24	0.33	0.88	0.21	0.26	0.17
chr14	20340000	20341000	0.06	0.06	0.35	0.09	0.44	0.01	0.27	0.2	0.39
chr14	20341000	20342000	0.0	0.24	0.26	0.21	0.65	0.33	0.25	0.31	0.22
chr14	20342000	20343000	0.06	0.0	0.4	0.35	0.64	0.77	0.53	0.24	0.56
chr14	20343000	20344000	0.13	0.52	1.79	1.0	0.51	0.4	0.69	0.66	0.35
chr14	20344000	20345000	1.73	0.74	2.79	1.29	2.22	0.11	0.33	0.14	0.21
chr14	20345000	20346000	1.05	0.89	2.42	1.58	1.52	0.27	0.29	0.62	0.3
chr14	20346000	20347000	0.06	0.18	1.82	0.82	0.65	0.39	0.28	0.53	0.5
chr14	20347000	20348000	0.0	0.06	0.47	0.63	0.43	0.0	0.07	0.33	0.33
chr14	20348000	20349000	0.4	0.06	1.66	0.97	0.66	0.33	0.25	0.28	0.28
chr14	20349000	20350000	0.06	0.0	0.6	1.18	1.07	0.43	0.25	0.31	0.46
chr14	20350000	20351000	0.16	0.24	0.8	0.3	0.56	0.33	0.16	0.44	0.32
chr14	20351000	20352000	0.01	0.12	0.63	0.29	0.59	0.31	0.28	0.18	0.0
chr14	20352000	20353000	0.0	0.06	1.0	0.6	0.42	0.23	0.25	0.11	0.32
chr14	20353000	20354000	0.29	0.06	0.66	0.3	0.74	0.11	0.16	0.16	0.15
chr14	20354000	20355000	0.27	0.24	3.27	1.84	0.67	0.32	0.61	0.11	0.27
chr14	20355000	20356000	0.37	0.39	1.92	0.85	1.38	0.32	0.05	0.16	0.19
chr14	20356000	20357000	0.34	0.22	2.27	2.02	1.67	0.48	0.15	0.21	0.25
chr14	20357000	20358000	0.23	0.24	1.19	0.98	0.34	0.35	0.27	0.49	0.1
chr14	20358000	20359000	0.82	0.41	1.11	0.46	0.68	0.55	0.37	0.1	0.25
chr14	20359000	20360000	1.17	0.3	0.78	0.42	1.88	0.85	0.38	0.31	0.0
chr14	20360000	20361000	0.22	0.12	0.5	0.53	1.64	0.13	0.36	0.2	0.15
chr14	20361000	20362000	0.06	0.11	0.84	0.6	0.83	0.53	0.16	0.1	0.35
chr14	20362000	20363000	0.1	0.11	0.75	0.14	0.79	0.38	0.1	0.18	0.0
chr14	20363000	20364000	0.19	0.16	0.89	0.34	0.51	0.15	0.05	0.24	0.28
chr14	20364000	20365000	0.12	0.24	0.46	0.24	0.54	0.22	0.1	0.11	0.42
chr14	20365000	20366000	0.11	0.06	0.67	0.18	0.99	0.52	0.23	0.4	0.2
chr14	20366000	20367000	0.17	0.25	0.45	0.74	0.56	0.11	0.2	0.57	0.4
chr14	20367000	20368000	0.03	0.03	0.62	0.26	0.85	0.21	0.34	0.15	0.24
chr14	20368000	20369000	0.48	0.0	1.56	0.89	1.99	0.17	0.31	0.48	0.32
chr14	20369000	20370000	0.47	0.18	0.66	0.78	2.44	0.16	0.07	0.15	0.06
chr14	20370000	20371000	1.12	0.75	0.84	0.34	1.11	0.16	0.2	0.2	0.0
chr14	20371000	20372000	0.96	0.97	1.57	1.95	1.51	0.5	0.21	0.4	0.39
chr14	20372000	20373000	1.08	1.27	1.53	0.73	2.45	0.0	0.24	0.44	0.26
chr14	20373000	20374000	1.36	1.11	3.55	0.9	2.88	0.33	0.37	0.38	0.22
chr14	20374000	20375000	0.21	0.11	1.89	1.05	2.65	0.22	0.2	0.2	0.22
chr14	20375000	20376000	0.06	0.06	1.54	1.17	2.11	0.22	0.36	0.3	0.3
chr14	20376000	20377000	0.23	0.18	2.4	1.69	2.62	0.32	0.59	0.14	0.21
chr14	20377000	20378000	0.12	0.42	2.67	0.54	4.24	0.22	0.46	0.3	0.25
chr14	20378000	20379000	0.95	1.06	2.07	1.41	2.07	0.56	0.54	0.58	0.34
chr14	20379000	20380000	0.24	0.34	2.2	1.82	1.96	0.96	0.54	0.41	0.31
chr14	20380000	20381000	0.95	0.65	1.68	1.69	1.18	0.31	0.06	0.17	0.16
chr14	20381000	20382000	0.39	0.69	3.68	1.69	3.75	0.54	0.55	0.36	0.31
chr14	20382000	20383000	0.82	0.44	3.27	1.96	3.41	0.33	0.56	0.46	0.1
chr14	20383000	20384000	0.86	0.72	2.07	1.6	2.26	0.43	0.53	0.4	0.25
chr14	20384000	20385000	1.18	0.92	1.59	1.67	1.95	0.11	0.26	0.55	0.2
chr14	20385000	20386000	1.2	0.71	1.49	0.98	2.76	0.22	0.23	0.45	0.26
chr14	20386000	20387000	0.55	0.18	1.53	1.73	1.34	0.2	0.48	1.05	0.54
chr14	20387000	20388000	0.0	0.0	0.41	0.61	0.44	0.0	0.15	0.46	0.48
chr14	20388000	20389000	0.06	0.06	0.54	0.49	0.68	0.33	0.65	0.88	0.75
chr14	20389000	20390000	0.06	0.0	0.89	1.12	1.21	0.76	0.47	1.17	0.63
chr14	20390000	20391000	0.11	0.0	1.08	0.18	1.35	0.55	0.31	0.2	0.16
chr14	20391000	20392000	0.06	0.0	1.3	0.76	0.88	0.36	0.42	0.26	0.08
chr14	20392000	20392665	0.0	0.0	0.5864661654135338	0.5864661654135338	1.0601503759398496	0.2857142857142857	0.48120300751879697	0.3308270676691729	0.19548872180451127
chr15	66453778	66454000	0.32432432432432434	0.8648648648648649	2.0720720720720722	0.38738738738738737	1.1711711711711712	0.4954954954954955	0.6756756756756757	0.22522522522522523	0.5495495495495496
chr15	66454000	66455000	0.61	0.18	1.25	0.46	1.0	0.87	0.2	0.6	0.31
chr15	66455000	66456000	0.41	0.18	1.79	1.25	0.64	0.1	0.42	0.57	0.43
chr15	66456000	66457000	0.41	0.48	2.5	1.08	0.89	0.1	0.62	0.15	0.37
chr15	66457000	66458000	0.24	0.36	1.11	1.06	1.71	0.2	0.23	0.31	0.5
chr15	66458000	66459000	0.41	0.26	3.2	1.06	1.57	0.65	0.62	0.84	0.59
chr15	66459000	66460000	0.26	0.43	1.97	0.82	1.77	0.11	0.2	0.3	0.29
chr15	66460000	66461000	2.19	1.8	3.72	4.78	3.48	0.74	0.54	0.7	0.33
chr15	66461000	66462000	1.45	0.78	7.78	1.88	7.71	0.57	0.59	0.52	0.33
chr15	66462000	66463000	0.79	0.89	4.22	2.1	4.53	0.54	0.35	0.37	0.24
chr15	66463000	66464000	0.34	0.42	1.63	0.74	1.76	0.44	0.27	0.5	0.38
chr15	66464000	66465000	0.06	0.18	1.13	1.34	2.05	0.21	0.3	0.41	0.27
chr15	66465000	66466000	0.05	0.12	1.3	1.13	1.58	0.46	0.2	0.47	0.21
chr15	66466000	66467000	0.12	0.06	1.06	0.34	0.75	0.51	0.05	0.22	0.22
chr15	66467000	66468000	0.23	0.18	0.27	0.0	0.32	0.0	0.05	0.47	0.27
chr15	66468000	66469000	0.06	0.0	0.53	0.24	0.72	0.09	0.22	0.34	0.22
chr15	66469000	66470000	0.0	0.0	0.48	0.53	0.48	0.24	0.11	0.16	0.21
chr15	66470000	66471000	0.06	0.06	0.87	0.66	1.35	0.64	0.29	0.52	0.15
chr15	66471000	66472000	0.12	0.11	0.94	0.9	1.48	0.24	0.4	0.46	0.17
chr15	66472000	66473000	0.23	0.07	1.29	0.96	0.76	0.55	0.43	0.62	0.39
chr15	66473000	66474000	0.47	0.29	2.01	0.97	1.59	0.62	0.59	0.62	0.67
chr15	66474000	66475000	1.1	0.61	2.35	0.94	1.3	0.0	0.81	1.05	0.98
chr15	66475000	66476000	1.44	1.01	1.95	1.39	1.21	0.55	0.48	0.51	0.37
chr15	66476000	66477000	2.6	1.47	2.33	3.22	2.4	0.65	0.49	0.49	0.44
chr15	66477000	66478000	1.27	0.74	3.95	4.24	2.94	0.54	0.67	0.43	0.42
chr15	66478000	66479000	0.2	0.57	4.77	0.95	4.25	0.66	0.39	0.21	0.35
chr15	66479000	66480000	0.47	0.35	1.97	1.34	2.53	0.33	0.49	0.4	0.38
chr15	66480000	66481000	0.27	0.39	2.61	1.68	1.23	0.22	0.31	0.31	0.26
chr15	66481000	66482000	1.71	1.54	2.25	2.62	1.37	0.32	0.46	0.91	0.76
chr15	66482000	66483000	2.42	2.2	3.61	3.58	3.19	0.66	0.69	0.6	0.52
chr15	66483000	66484000	1.1	1.08	1.16	2.24	1.02	0.52	0.25	0.11	0.33
chr15	66484000	66485000	1.41	1.31	2.33	2.63	2.23	0.53	0.36	0.43	0.26
chr15	66485000	66486000	2.29	1.81	5.06	2.46	3.44	0.77	0.36	0.51	0.42
chr15	66486000	66487000	2.76	1.88	8.27	4.05	6.98	0.86	0.5	0.55	0.31
chr15	66487000	66488000	2.96	2.32	9.43	2.95	10.91	0.21	0.77	0.28	0.17
chr15	66488000	66489000	3.46	2.84	7.69	7.81	6.04	0.32	0.74	0.55	0.73
chr15	66489000	66490000	3.51	3.24	6.75	5.16	4.19	0.22	0.39	1.02	0.21
chr15	66490000	66491000	4.1	2.93	6.41	4.06	5.14	0.43	0.56	0.2	0.36
chr15	66491000	66492000	3.68	3.36	4.22	6.76	2.93	0.32	0.77	0.42	0.33
chr15	66492000	66493000	5.06	3.64	6.59	3.96	3.31	0.97	0.41	1.06	0.76
chr15	66493000	66494000	4.17	3.63	4.64	2.42	2.1	0.68	0.22	0.86	0.54
chr15	66494000	66495000	1.18	1.3	10.36	3.07	9.96	0.33	0.8	1.13	0.83
chr15	66495000	66496000	0.68	0.33	2.27	2.9	1.59	0.22	0.15	0.91	0.55
chr15	66496000	66497000	0.19	0.49	2.41	2.73	2.12	0.63	0.22	0.46	0.27
chr15	66497000	66498000	1.71	1.1	4.52	3.03	2.87	0.56	1.05	0.52	0.55
chr15	66498000	66499000	2.19	1.75	5.3	2.21	3.08	0.53	0.83	0.93	0.4
chr15	66499000	66500000	4.59	3.41	15.65	13.59	3.38	0.51	1.19	0.64	0.44
chr15	66500000	66501000	8.5	7.39	15.64	16.56	4.2	0.57	0.99	1.78	1.8
chr15	66501000	66502000	10.39	8.86	2.71	18.25	2.85	0.21	0.11	2.68	1.03
chr15	66502000	66503000	13.11	8.97	1.87	20.03	3.11	0.36	0.58	1.69	2.12
chr15	66503000	66504000	14.97	12.89	36.2	21.16	30.15	1.27	4.61	2.71	1.71
chr15	66504000	66505000	8.46	6.82	16.18	22.78	21.86	1.19	1.65	2.58	2.22
chr15	66505000	66506000	1.23	0.88	51.3	0.83	44.96	2.19	3.63	0.33	0.47
chr15	66506000	66507000	0.56	0.81	21.74	0.41	18.13	0.98	1.09	0.16	0.2
chr15	66507000	66508000	1.03	1.04	3.75	0.59	1.29	0.33	0.4	0.49	0.42
chr15	66508000	66509000	0.85	0.61	3.24	0.45	1.32	0.55	0.54	0.46	0.42
chr15	66509000	66510000	0.3	0.24	1.01	0.12	1.21	0.44	0.1	0.38	0.36
chr15	66510000	66511000	0.18	0.09	1.3	0.12	1.59	0.55	0.26	0.43	0.48
chr15	66511000	66512000	0.11	0.09	0.51	0.66	0.86	1.08	0.22	0.2	0.12
chr15	66512000	66513000	0.06	0.16	0.74	0.12	0.94	0.77	0.6	2.18	1.49
chr15	66513000	66514000	0.24	0.13	0.44	0.18	0.61	0.79	0.06	0.85	0.59
chr15	66514000	66515000	0.23	0.06	0.34	0.12	0.71	0.55	0.3	0.41	0.22
chr15	66515000	66516000	0.17	0.18	0.42	0.24	0.22	0.58	0.4	0.55	0.28
chr15	66516000	66517000	0.01	0.06	0.22	0.12	0.22	0.65	0.35	0.36	0.39
chr15	66517000	66518000	0.0	0.06	0.3	0.12	0.33	0.0	0.21	0.11	0.18
chr15	66518000	66519000	0.06	0.0	0.42	0.18	0.43	0.34	0.33	0.3	0.15
chr15	66519000	66520000	0.05	0.18	0.66	0.11	0.61	0.26	0.37	0.36	0.11
chr15	66520000	66521000	0.06	0.04	0.65	0.06	0.47	0.44	0.53	0.7	0.56
chr15	66521000	66522000	0.17	0.06	0.74	0.12	0.69	0.55	0.22	0.45	0.22
chr15	66522000	66523000	0.06	0.0	0.25	0.15	0.37	0.21	0.25	0.42	0.06
chr15	66523000	66524000	0.06	0.0	0.42	0.15	0.38	0.12	0.35	0.45	0.27
chr15	66524000	66525000	0.12	0.06	0.66	0.41	2.34	0.98	0.65	0.46	0.22
chr15	66525000	66526000	0.06	0.12	0.42	0.6	1.26	0.94	0.56	0.17	0.28
chr15	66526000	66527000	0.18	0.06	0.18	0.12	1.69	1.11	0.32	0.48	0.1
chr15	66527000	66528000	0.06	0.06	0.42	0.28	0.5	0.86	0.2	0.25	0.3
chr15	66528000	66529000	0.0	0.12	0.46	0.2	0.19	0.11	0.45	0.05	0.2
chr15	66529000	66530000	0.23	0.0	0.23	0.18	0.88	1.18	0.31	0.42	0.12
chr15	66530000	66531000	0.13	0.0	0.6	0.15	0.32	0.13	0.11	0.35	0.22
chr15	66531000	66532000	0.16	0.18	0.36	0.2	0.65	0.2	0.36	0.21	0.24
chr15	66532000	66533000	0.12	0.01	0.3	0.06	0.33	0.0	0.31	0.15	0.05
chr15	66533000	66534000	0.29	0.04	0.67	0.18	0.66	0.21	0.38	0.32	0.32
chr15	66534000	66535000	0.4	0.35	1.48	0.36	1.05	0.29	0.11	0.24	0.21
chr15	66535000	66536000	0.19	0.12	0.92	0.12	0.57	0.64	0.2	0.33	0.22
chr15	66536000	66537000	0.17	0.06	1.28	0.32	1.71	0.22	0.47	0.39	0.34
chr15	66537000	66538000	0.12	0.0	1.26	0.4	0.92	0.43	0.15	0.39	0.44
chr15	66538000	66539000	0.12	0.12	0.74	0.51	1.2	0.66	0.36	0.51	0.38
chr15	66539000	66540000	0.12	0.12	0.89	0.47	1.35	0.82	0.3	0.69	0.55
chr15	66540000	66541000	0.0	0.0	1.12	0.29	4.92	1.73	0.56	0.36	0.26
chr15	66541000	66542000	0.06	0.0	1.03	0.53	4.58	2.85	0.58	0.43	0.25
chr15	66542000	66543000	0.18	0.06	1.18	0.46	2.4	1.84	0.45	0.19	0.14
chr15	66543000	66544000	0.06	0.12	0.52	0.52	0.54	0.65	0.38	0.26	0.31
chr15	66544000	66545000	0.0	0.06	0.44	0.19	0.33	0.11	0.25	0.15	0.05
chr15	66545000	66546000	0.06	0.0	0.44	0.13	0.43	0.33	0.16	0.32	0.26
chr15	66546000	66547000	0.05	0.06	0.32	0.52	0.21	0.65	0.46	0.55	0.2
chr15	66547000	66548000	0.12	0.06	0.28	0.07	0.33	0.43	0.22	0.33	0.25
chr15	66548000	66549000	0.71	0.48	0.89	0.53	0.77	0.22	0.05	0.21	0.48
chr15	66549000	66550000	1.67	0.59	0.92	0.24	0.85	0.44	0.1	0.6	0.38
chr15	66550000	66551000	0.41	0.63	0.42	0.72	1.09	0.2	0.37	0.56	0.37
chr15	66551000	66552000	0.18	0.24	0.37	0.35	1.1	0.45	0.32	0.37	0.26
chr15	66552000	66553000	0.58	0.42	0.99	0.45	1.14	0.45	0.37	0.19	0.4
chr15	66553000	66553778	0.46272493573264784	0.07712082262210797	0.4601542416452442	0.5372750642673522	1.424164524421594	0.4473007712082262	0.22879177377892032	0.02570694087403599	0.14138817480719795
chr15	74850289	74851000	0.2390998593530239	0.08579465541490858	6.077355836849508	3.717299578059072	3.611814345991561	0.15471167369901548	0.7609001406469761	0.19690576652601968	0.8016877637130801
chr15	74851000	74852000	0.29	0.36	5.99	2.44	5.62	0.51	1.16	1.09	0.4
chr15	74852000	74853000	0.75	0.9	2.57	3.04	2.04	0.33	0.66	0.87	0.53
chr15	74853000	74854000	0.68	0.76	3.43	2.26	2.79	0.55	0.71	0.79	0.24
chr15	74854000	74855000	0.36	0.47	3.38	3.2	2.93	0.22	0.73	0.45	0.31
chr15	74855000	74856000	0.12	0.18	1.31	0.8	1.18	0.33	0.26	0.2	0.21
chr15	74856000	74857000	0.23	0.27	1.31	1.23	1.78	0.77	0.55	0.18	0.39
chr15	74857000	74858000	0.14	0.27	2.44	2.45	3.89	0.33	0.4	0.54	0.47
chr15	74858000	74859000	0.34	0.0	2.33	0.95	1.38	0.62	0.5	0.39	0.39
chr15	74859000	74860000	0.11	0.06	0.89	0.29	0.72	0.35	0.56	0.48	0.21
chr15	74860000	74861000	0.06	0.0	0.46	0.21	2.29	2.28	0.33	0.26	0.34
chr15	74861000	74862000	0.0	0.12	1.1	0.42	2.28	2.76	0.66	0.4	0.21
chr15	74862000	74863000	0.0	0.06	1.0	0.23	1.55	2.1	0.33	0.15	0.16
chr15	74863000	74864000	0.17	0.05	1.35	0.53	2.52	3.38	0.68	0.45	0.5
chr15	74864000	74865000	0.06	0.11	1.33	0.7	2.57	2.0	0.38	0.51	0.31
chr15	74865000	74866000	0.12	0.05	0.98	0.78	0.69	0.62	0.23	0.1	0.16
chr15	74866000	74867000	0.06	0.0	1.59	0.78	0.87	0.21	0.16	0.1	0.46
chr15	74867000	74868000	0.0	0.24	1.6	0.63	0.65	0.25	0.3	0.05	0.2
chr15	74868000	74869000	0.18	0.12	1.43	0.96	0.42	0.3	0.35	0.2	0.05
chr15	74869000	74870000	0.06	0.12	1.29	0.59	0.65	0.32	0.75	0.47	0.3
chr15	74870000	74871000	0.06	0.12	1.31	0.56	0.83	0.83	0.42	0.37	0.3
chr15	74871000	74872000	0.0	0.0	2.53	0.24	5.13	1.95	0.45	0.21	0.38
chr15	74872000	74873000	0.36	0.41	2.8	2.26	3.72	2.13	0.79	0.96	0.73
chr15	74873000	74874000	0.12	0.06	5.06	4.17	6.54	1.64	1.26	1.51	0.92
chr15	74874000	74875000	0.0	0.06	1.03	0.67	3.81	4.28	0.36	0.41	0.41
chr15	74875000	74876000	0.18	0.0	2.27	0.06	3.73	2.77	0.63	0.35	0.25
chr15	74876000	74877000	0.0	0.06	2.76	0.24	3.95	3.25	0.83	0.38	0.37
chr15	74877000	74878000	0.0	0.0	1.29	0.1	2.31	2.8	0.33	0.25	0.32
chr15	74878000	74879000	0.06	0.0	2.04	0.86	1.65	2.27	0.54	0.45	0.35
chr15	74879000	74880000	0.06	0.0	0.99	0.11	1.84	1.44	0.26	0.33	0.15
chr15	74880000	74881000	0.0	0.0	0.31	0.05	0.66	0.43	0.11	0.15	0.1
chr15	74881000	74882000	0.06	0.0	0.59	0.33	0.65	0.33	0.33	0.11	0.11
chr15	74882000	74883000	0.11	0.06	1.06	0.49	0.32	1.1	0.37	0.1	0.2
chr15	74883000	74884000	0.12	0.0	1.05	0.54	0.43	0.6	0.55	0.3	0.38
chr15	74884000	74885000	0.18	0.0	1.78	0.2	0.66	1.36	0.4	0.48	0.39
chr15	74885000	74886000	0.06	0.0	1.71	0.2	0.86	1.46	0.68	0.36	0.41
chr15	74886000	74887000	0.0	0.0	2.65	0.59	1.43	1.19	0.64	0.28	0.48
chr15	74887000	74888000	0.05	0.0	1.64	0.29	1.43	0.53	0.16	0.2	0.15
chr15	74888000	74889000	0.68	0.17	4.59	2.32	1.77	0.11	0.49	0.4	0.26
chr15	74889000	74890000	1.74	1.28	9.21	5.36	6.86	0.55	1.08	0.71	0.84
chr15	74890000	74891000	3.05	3.07	7.25	7.44	4.86	0.36	0.64	0.72	0.5
chr15	74891000	74892000	3.34	3.52	7.91	7.24	7.11	0.28	0.88	0.74	0.88
chr15	74892000	74893000	3.27	2.69	9.39	5.72	8.4	0.44	1.49	1.35	0.62
chr15	74893000	74894000	1.92	1.66	20.61	12.27	14.49	1.52	2.73	1.25	0.92
chr15	74894000	74895000	0.06	0.18	11.18	1.44	7.27	0.56	0.88	0.2	0.17
chr15	74895000	74896000	0.55	0.35	23.56	4.37	19.17	0.33	2.05	0.52	0.1
chr15	74896000	74897000	3.68	3.39	32.55	20.89	21.12	0.55	2.81	1.5	0.92
chr15	74897000	74898000	9.32	7.33	29.15	31.53	20.9	0.33	2.65	3.22	1.58
chr15	74898000	74899000	8.53	7.93	37.06	17.61	41.87	0.38	2.31	1.48	0.68
chr15	74899000	74900000	14.63	12.9	48.58	22.64	48.08	0.28	3.73	1.69	0.84
chr15	74900000	74901000	14.21	10.86	30.26	25.18	34.2	0.99	2.62	2.81	1.9
chr15	74901000	74902000	10.31	10.69	35.41	17.27	25.79	0.86	2.34	0.95	0.81
chr15	74902000	74903000	7.43	5.92	33.42	14.12	15.39	0.65	2.24	1.32	0.85
chr15	74903000	74904000	3.67	2.89	21.13	8.72	9.77	0.64	0.9	0.62	0.5
chr15	74904000	74905000	1.86	1.38	6.0	11.37	1.72	0.76	0.41	0.85	0.43
chr15	74905000	74906000	0.81	0.55	9.25	3.45	4.51	0.64	1.08	0.62	0.41
chr15	74906000	74907000	0.76	0.59	10.91	3.74	5.31	0.34	1.41	0.88	0.27
chr15	74907000	74908000	0.47	0.49	6.13	2.32	1.38	0.23	0.79	0.39	0.55
chr15	74908000	74909000	0.2	0.15	2.42	1.17	1.24	0.52	0.38	0.15	0.45
chr15	74909000	74910000	1.14	0.36	5.19	2.64	8.04	0.65	0.33	0.2	0.43
chr15	74910000	74911000	1.86	1.12	7.17	4.04	6.94	1.54	0.51	0.66	0.52
chr15	74911000	74912000	1.16	0.95	6.62	2.94	8.51	1.59	0.65	0.33	0.32
chr15	74912000	74913000	0.33	0.27	5.72	2.26	6.5	0.75	0.85	0.33	0.38
chr15	74913000	74914000	0.3	0.06	5.78	3.48	8.49	1.02	1.23	0.46	0.59
chr15	74914000	74915000	0.17	0.12	3.65	0.42	7.58	0.74	0.86	0.31	0.2
chr15	74915000	74916000	0.24	0.3	4.98	0.59	6.83	0.42	1.17	0.67	0.4
chr15	74916000	74917000	0.23	0.17	3.06	0.41	3.77	0.96	0.41	0.35	0.36
chr15	74917000	74918000	0.26	0.36	8.34	2.27	8.21	0.52	0.59	0.41	0.34
chr15	74918000	74919000	0.77	0.83	9.73	3.8	6.98	0.79	0.64	0.62	0.47
chr15	74919000	74920000	0.67	0.6	6.02	3.4	3.97	0.83	0.39	0.31	0.55
chr15	74920000	74921000	0.37	0.12	1.6	0.87	1.52	1.01	0.71	0.35	0.45
chr15	74921000	74922000	0.11	0.06	1.14	0.34	0.83	0.56	0.24	0.39	0.3
chr15	74922000	74923000	0.12	0.05	0.44	0.47	0.77	0.22	0.16	0.57	0.2
